"totsp","livesp","kitsp","dist","metrdist","floor","price"
"73","47","9","17","15","0","0"
"81","46","13","12","15","1","0"
"100","49","13","14.5","10","1","1"
"60","39","6","17","5","1","0"
"62","38","7","17","3","1","0"
"61","43","6","12","15","0","0"
"118","54","12","3.5","2","1","1"
"57","44","6","17","10","1","0"
"75","44","10","12.7","7","1","0"
"72","46","9","9","10","1","1"
"97","56","18","8","10","1","1"
"76","45","10","12.7","15","1","0"
"87","56","9","3","10","1","1"
"74","43","10","13.5","15","1","0"
"77","45","18","6","7","1","0"
"150","80","15","7.5","7","1","1"
"75","45","9","14.5","10","1","0"
"62","32","7","6","5","0","0"
"66","44","7","13.5","7","1","0"
"135","75","20","12.5","3","0","1"
"66","44","7","17","5","1","0"
"83","45","10","13","10","0","0"
"61","38","8","13","7","1","0"
"77","45","10","12","10","1","0"
"79","48","10","12","10","1","0"
"58","43","5","7","5","1","0"
"83","53","10","5","12","0","0"
"59","45","6","3","3","1","0"
"62","44","6","12.5","10","0","0"
"65","44","7","9","5","1","0"
"72","44","9","6","5","1","0"
"76","45","10","12","15","1","0"
"50","32","5","11.5","7","0","0"
"59","39","6","10","10","0","0"
"75","45","10","14.5","15","1","0"
"65","39","9","12.5","2","0","0"
"67","45","7","13.5","10","1","0"
"60","44","6","7","5","1","0"
"49","34","6","15.5","5","1","0"
"67","45","9","12","7","1","0"
"80","48","13","12","10","1","0"
"77","45","10","7","10","1","0"
"62","45","7","12.5","10","1","0"
"76","44","24","12.7","2","0","0"
"61","44","7","13.5","5","1","0"
"62","44","6","13.5","10","1","0"
"69","44","10","9","10","1","0"
"60","44","6","13.5","10","1","0"
"56","42","6","10","10","0","0"
"94","50","12","17","10","1","0"
"60","43","7","12.5","5","1","0"
"86","54","10","6","5","1","0"
"57","40","6","9","3","1","0"
"64","45","7","12","5","1","0"
"80","48","13","15.5","10","1","0"
"65","45","7","6","7","1","0"
"66","44","7","13.5","7","1","0"
"57","42","6","6.5","7","1","0"
"77","49","10","7.5","5","1","1"
"69","45","10","12","10","1","0"
"90","58","8","10.5","2","1","1"
"59","41","6","7.5","12","1","0"
"65","44","8","10.5","10","1","0"
"78","54","7","3.5","15","1","1"
"68","43","9","6.5","5","1","0"
"59","44","6","13.5","10","1","0"
"101","51","15","12.7","5","1","1"
"78","38","11","12.7","10","1","0"
"64","45","7","14.5","3","1","0"
"70","51","8","12.5","10","1","0"
"64","45","7","14.5","10","1","0"
"63","40","8","6","7","1","0"
"73","53","8","11","15","1","0"
"73","45","8","11","10","0","0"
"73","49","9","10.5","15","1","1"
"77","40","11","13","10","1","0"
"72","44","10","6","5","0","0"
"62","41","9","9","5","1","0"
"74","45","10","14.5","15","1","0"
"54","36","5","3.5","15","1","0"
"76","46","10","12","10","1","0"
"60","38","8","12","10","0","0"
"67","46","9","8","15","1","0"
"66","41","8","17","5","0","0"
"70","47","8","12","7","1","0"
"55","41","5","11","5","1","0"
"56","39","6","10","5","1","0"
"94","60","11","6.5","3","0","0"
"56","37","6","15.5","7","0","0"
"57","42","5","12.7","10","1","0"
"65","47","8","13.5","3","1","0"
"80","54","10","12","10","1","0"
"64","38","8","17","5","1","0"
"106","71","9","9","10","1","1"
"77","46","10","13.5","5","1","0"
"61","43","6","14.5","10","1","0"
"63","38","8","12.5","5","1","0"
"68","44","11","4.5","12","0","0"
"83","48","12","15.5","10","1","0"
"64","39","9","6","5","1","0"
"58","43","6","3.5","12","1","0"
"58","42","5","7.5","15","1","0"
"66","44","7","11.5","10","1","0"
"79","45","13","13","7","1","0"
"108","81","16","4.5","10","1","1"
"79","45","12","14.5","5","1","0"
"90","65","8","6","2","1","1"
"77","46","10","13","10","1","0"
"60","44","6","6.5","5","1","0"
"56","36","5","10.5","15","1","0"
"54","35","6","13.5","10","1","0"
"86","60","10","9","5","1","1"
"81","48","9","12","20","0","0"
"77","46","10","12.7","7","1","0"
"80","50","12","10.5","15","1","0"
"58","39","6","12.5","10","0","0"
"90","60","12","12.7","1","1","1"
"75","55","8","9","7","1","1"
"63","43","6","17","5","1","0"
"74","46","9","3","3","0","1"
"113","64","11","13.5","10","1","1"
"56","38","5","11.5","10","1","0"
"79","52","9","9","7","1","1"
"60","44","6","13.5","7","1","0"
"67","38","7","10.5","10","1","0"
"53","34","6","12.5","10","0","0"
"60","42","7","13.5","5","1","0"
"57","43","6","12","12","0","0"
"76","49","9","3","10","0","0"
"58","39","6","9","5","0","0"
"73","41","8","7","5","0","1"
"54","36","6","10","7","1","0"
"74","44","10","13","7","1","0"
"64","46","8","12.5","7","1","0"
"73","47","6","3","10","1","1"
"57","42","5","12.7","10","1","0"
"80","46","10","13","10","1","0"
"79","44","13","12","10","1","0"
"79","48","9","13","7","1","0"
"88","52","12","6.5","7","1","0"
"76","45","10","9","5","1","1"
"79","53","8","7","2","0","0"
"84","50","9","12.7","1","1","1"
"59","42","6","13.5","7","1","0"
"60","43","7","12.5","5","1","0"
"74","51","8","7","5","1","0"
"77","53","8","10.5","10","0","0"
"74","45","11","5","10","1","1"
"71","45","6","9","1","1","1"
"80","50","8","6","10","1","1"
"78","46","14","12.5","12","0","0"
"63","41","8","3.5","3","1","0"
"70","46","8","7.5","7","1","1"
"55","34","5","10.5","5","1","0"
"84","54","10","13","5","1","0"
"60","41","6","3","7","0","0"
"64","38","8","14.5","10","1","0"
"75","45","8","13.5","10","0","0"
"68","45","8","6","10","1","0"
"81","46","10","12.5","10","1","0"
"59","44","6","14.5","10","1","0"
"92","57","11","9","3","1","1"
"62","39","7","12","10","1","0"
"66","41","8","13.5","15","1","0"
"53","34","6","10.5","3","1","0"
"60","43","6","12.5","5","1","0"
"63","38","8","14.5","5","0","0"
"56","37","5","10","10","0","0"
"65","45","7","12.5","5","1","0"
"86","56","10","12","2","1","1"
"134","75","16","12","5","1","1"
"51","34","6","12","5","1","0"
"60","43","6","17","10","1","0"
"82","49","13","8","15","1","1"
"65","46","7","13","7","1","0"
"83","45","10","12.7","15","1","0"
"65","46","8","12.5","10","1","0"
"65","40","8","14.5","15","0","0"
"80","45","13","14.5","5","1","0"
"68","39","10","4.5","10","0","1"
"77","50","6","3.5","3","1","0"
"67","42","9","3.5","7","1","0"
"60","43","5","12","10","0","0"
"65","40","8","17","5","1","0"
"127","66","15","12.5","5","1","1"
"57","42","6","4.5","5","1","0"
"60","43","6","14.5","7","1","0"
"70","46","7","4.5","3","1","1"
"59","43","6","13.5","5","1","0"
"95","63","9","10","10","1","0"
"64","47","6","17","10","1","0"
"80","49","10","12.5","5","1","1"
"64","44","10","15.5","7","1","0"
"83","48","12","7.5","10","1","1"
"80","45","13","4.5","15","1","0"
"61","44","6","12","5","0","0"
"86","54","8","9","10","1","1"
"74","45","11","12","10","0","0"
"58","43","6","14.5","10","1","0"
"54","34","6","17","1","1","0"
"77","45","10","13","2","1","0"
"64","45","7","14.5","10","1","0"
"78","46","10","12","15","1","0"
"82","49","8","13","5","1","0"
"59","45","6","15.5","5","1","0"
"69","43","7","3.5","3","1","0"
"59","38","6","13.5","5","1","0"
"51","34","6","13.5","10","1","0"
"69","46","8","7.5","7","1","1"
"54","36","6","9","15","0","0"
"85","49","9","12","5","1","1"
"74","42","9","12","5","1","0"
"72","46","10","14.5","9","1","0"
"91","50","12","10.5","10","1","1"
"79","45","13","12","10","1","0"
"67","49","6","12.5","10","0","0"
"76","45","10","13.5","10","1","1"
"67","40","8","12","5","1","0"
"76","43","10","12","5","1","0"
"58","35","11","12.5","10","0","0"
"60","45","6","13.5","10","1","0"
"57","41","6","4.5","7","0","0"
"75","43","8","7","5","1","1"
"66","39","8","14.5","15","1","0"
"56","37","5","10","5","1","0"
"65","41","8","14.5","5","1","0"
"81","50","7","12","10","0","0"
"76","54","6","9","5","0","0"
"76","40","11","12.7","7","1","0"
"81","55","9","9","5","0","1"
"65","44","7","11.5","15","1","0"
"80","48","8","13","5","1","0"
"78","51","9","10.5","10","1","1"
"54","36","6","12.5","10","1","0"
"84","62","10","6.5","1","1","1"
"75","44","10","12","5","1","1"
"79","45","13","14.5","7","1","0"
"58","42","6","13","15","0","0"
"72","44","7","11.5","7","0","0"
"72","51","8","6.5","5","0","0"
"83","47","9","10.5","5","1","0"
"61","42","6","12.5","10","1","0"
"81","48","9","13.5","10","1","0"
"66","40","8","17","5","1","0"
"82","54","10","6","5","1","1"
"58","44","6","10.5","10","0","0"
"60","45","5","10.5","10","1","0"
"55","35","6","10.5","5","0","0"
"69","47","8","3","10","1","1"
"77","43","11","7","5","1","0"
"59","44","6","17","10","1","0"
"60","45","5","7.5","7","0","0"
"70","45","8","10.5","10","1","0"
"80","49","10","3","10","0","1"
"80","49","11","12.5","10","1","0"
"80","45","13","12","15","1","0"
"68","46","8","13.5","10","1","0"
"65","39","8","17","10","0","0"
"74","44","12","9","7","1","0"
"75","42","10","12","5","1","0"
"62","38","7","13.5","7","0","0"
"80","53","9","6","2","1","0"
"72","45","10","11.5","10","0","0"
"87","60","15","11.5","3","1","1"
"76","45","10","12","15","1","0"
"77","42","8","6","5","1","1"
"65","46","7","12.5","15","1","0"
"72","50","9","17","10","0","0"
"72","52","8","6","15","1","0"
"66","40","10","12","20","1","0"
"77","46","10","3","15","1","1"
"100","57","14","12","10","0","1"
"79","46","10","12.7","10","1","0"
"56","42","7","3.5","10","0","0"
"65","40","8","12.5","10","1","0"
"55","41","5","13.5","10","1","0"
"78","45","10","13","10","1","0"
"87","58","9","7.5","5","1","1"
"62","46","8","14.5","15","1","0"
"64","38","8","14.5","15","1","0"
"53","34","6","12.5","15","1","0"
"70","50","9","12.5","10","0","0"
"63","45","6","12.5","10","1","0"
"60","40","5","7","7","1","0"
"68","46","9","12","5","1","1"
"67","48","8","13.5","15","1","0"
"79","46","10","13","5","1","0"
"86","54","10","12","15","1","0"
"90","63","10","10.5","3","1","1"
"156","80","20","10.5","5","1","1"
"64","39","8","7","10","1","0"
"76","52","9","8","2","1","1"
"61","42","9","13.5","10","1","0"
"60","40","6","13.5","5","1","0"
"75","44","10","12.5","5","1","0"
"64","45","7","14.5","3","1","0"
"55","42","5","10.5","5","1","0"
"65","45","8","9","5","1","1"
"51","34","6","12","7","0","0"
"102","70","20","3","2","1","1"
"85","58","13","3","5","1","1"
"75","36","12","7","5","1","1"
"79","45","13","12","7","1","0"
"81","54","9","9","5","0","1"
"121","60","16","7.5","5","1","1"
"68","46","7","14.5","15","1","0"
"60","44","6","13.5","10","1","0"
"99","67","9","9","10","0","1"
"66","40","8","12.5","5","1","0"
"59","43","6","15.5","5","1","0"
"78","53","8","10.5","10","0","0"
"68","44","8","17","5","1","1"
"56","37","6","11.5","5","1","0"
"65","47","8","12.5","5","1","0"
"61","43","6","12.5","3","1","0"
"90","55","8","13.5","7","0","0"
"58","38","6","15.5","8","1","0"
"136","88","14","10.5","10","1","1"
"61","45","6","14.5","10","1","0"
"74","43","10","13","7","1","0"
"92","57","12","6.5","12","1","1"
"59","38","6","15.5","10","1","0"
"90","61","9","9","1","1","1"
"61","44","6","4.5","5","1","0"
"65","39","9","12.5","3","0","0"
"68","47","8","4.5","5","1","1"
"63","38","8","17","10","1","0"
"80","45","9","12.7","15","1","0"
"86","59","10","17","10","1","1"
"77","45","10","12","10","1","0"
"60","46","6","14.5","15","0","0"
"73","44","10","13","5","1","0"
"105","58","21","13.5","15","1","0"
"59","43","6","12","10","0","0"
"81","50","8","13","10","1","0"
"78","45","10","17","10","1","0"
"50","34","6","14.5","5","1","0"
"78","45","10","12","10","0","0"
"72","43","12","12.7","10","0","0"
"56","38","6","13.5","5","0","0"
"96","54","12","13.5","10","0","0"
"70","45","9","3.5","3","1","0"
"60","45","6","12","5","1","0"
"74","45","9","13","10","1","0"
"72","51","9","11.5","10","1","0"
"60","43","6","17","5","1","0"
"79","44","10","13","3","1","0"
"74","48","12","12","5","1","1"
"70","40","10","12","10","0","0"
"75","45","10","13.5","10","1","0"
"78","58","10","14.5","15","1","0"
"80","45","13","12","15","1","0"
"67","44","10","11.5","8","1","0"
"67","45","9","12","7","1","0"
"75","46","10","12","7","0","0"
"57","42","6","12","10","1","0"
"56","39","5","9","7","1","0"
"60","42","6","12","7","1","0"
"77","45","10","12","15","1","1"
"60","42","6","17","3","1","0"
"75","53","9","8","15","1","0"
"60","40","11","7.5","5","1","1"
"80","48","8","12","10","1","0"
"76","45","10","12.7","5","1","0"
"75","42","9","13.5","10","1","0"
"111","64","16","14.5","10","1","1"
"74","44","10","12","10","0","0"
"60","45","6","12","5","1","0"
"85","55","10","10.5","5","1","1"
"64","44","7","8","2","0","0"
"75","54","10","6.5","7","1","0"
"111","60","13","8","5","1","1"
"77","46","10","12.5","10","1","0"
"75","51","8","12","15","0","1"
"77","52","8","7","3","1","1"
"74","46","8.5","12","5","1","0"
"77","45","10","13","10","1","0"
"75","46","10","9","15","1","0"
"60","43","6","14.5","5","1","0"
"68","44","8","10.5","10","1","0"
"85","53","10","12","15","0","0"
"60","44","6","13.5","10","1","0"
"80","45","13","13","5","1","0"
"75","45","8","11","10","1","0"
"76","45","10","12","5","1","0"
"50","34","7","17","10","1","0"
"74","45","8","14.5","5","0","0"
"64","45","7","17","5","1","0"
"73","44","10","13.5","10","0","0"
"64","39","9","13.5","5","1","0"
"63","44","7","11.5","5","0","0"
"72","43","10","12.7","10","1","0"
"79","45","10","8","15","1","1"
"77","47","10","13","10","1","0"
"77","45","10","12","5","1","0"
"60","43","6","9","5","1","0"
"60","46","5","10.5","5","1","0"
"76","48","10","12.5","5","1","0"
"64","45","7","15.5","5","1","0"
